eleccion;comuna;cut_comuna;region;cut_region;candidatura;votos;votos_comuna;votos_comuna_mayoria;ganador_comuna
Primera vuelta;Carahue;9102;La Araucanía;9;Gabriel Boric;1226;9633;3976;Jose Antonio Kast
Primera vuelta;Carahue;9102;La Araucanía;9;Jose Antonio Kast;3976;9633;3976;Jose Antonio Kast
Primera vuelta;Carahue;9102;La Araucanía;9;Marco Enriquez-Ominami;497;9633;3976;Jose Antonio Kast
Primera vuelta;Carahue;9102;La Araucanía;9;Sebastian Sichel;955;9633;3976;Jose Antonio Kast
Primera vuelta;Carahue;9102;La Araucanía;9;Votos En Blanco;84;9633;3976;Jose Antonio Kast
Primera vuelta;Carahue;9102;La Araucanía;9;Votos Nulos;90;9633;3976;Jose Antonio Kast
Primera vuelta;Carahue;9102;La Araucanía;9;Yasna Provoste;1748;9633;3976;Jose Antonio Kast
Primera vuelta;Cartagena;5603;Valparaíso;5;Eduardo Artes;158;8833;2321;Jose Antonio Kast
Primera vuelta;Cartagena;5603;Valparaíso;5;Franco Aldo Parisi;877;8833;2321;Jose Antonio Kast
Primera vuelta;Cartagena;5603;Valparaíso;5;Gabriel Boric;2188;8833;2321;Jose Antonio Kast
Primera vuelta;Cartagena;5603;Valparaíso;5;Jose Antonio Kast;2321;8833;2321;Jose Antonio Kast
Primera vuelta;Cartagena;5603;Valparaíso;5;Marco Enriquez-Ominami;1040;8833;2321;Jose Antonio Kast
Primera vuelta;Cartagena;5603;Valparaíso;5;Sebastian Sichel;971;8833;2321;Jose Antonio Kast
Primera vuelta;Cartagena;5603;Valparaíso;5;Votos En Blanco;37;8833;2321;Jose Antonio Kast
Primera vuelta;Cartagena;5603;Valparaíso;5;Votos Nulos;68;8833;2321;Jose Antonio Kast
Primera vuelta;Cartagena;5603;Valparaíso;5;Yasna Provoste;1173;8833;2321;Jose Antonio Kast
Primera vuelta;Casablanca;5102;Valparaíso;5;Eduardo Artes;151;10970;3330;Jose Antonio Kast
Primera vuelta;Casablanca;5102;Valparaíso;5;Franco Aldo Parisi;1081;10970;3330;Jose Antonio Kast
Primera vuelta;Casablanca;5102;Valparaíso;5;Gabriel Boric;2850;10970;3330;Jose Antonio Kast
Primera vuelta;Casablanca;5102;Valparaíso;5;Jose Antonio Kast;3330;10970;3330;Jose Antonio Kast
Primera vuelta;Casablanca;5102;Valparaíso;5;Marco Enriquez-Ominami;768;10970;3330;Jose Antonio Kast
Primera vuelta;Casablanca;5102;Valparaíso;5;Sebastian Sichel;1386;10970;3330;Jose Antonio Kast
Primera vuelta;Casablanca;5102;Valparaíso;5;Votos En Blanco;44;10970;3330;Jose Antonio Kast
Primera vuelta;Casablanca;5102;Valparaíso;5;Votos Nulos;106;10970;3330;Jose Antonio Kast
Primera vuelta;Casablanca;5102;Valparaíso;5;Yasna Provoste;1254;10970;3330;Jose Antonio Kast
Primera vuelta;Castro;10201;Los Lagos;10;Eduardo Artes;320;17877;4868;Gabriel Boric
Primera vuelta;Castro;10201;Los Lagos;10;Franco Aldo Parisi;2733;17877;4868;Gabriel Boric
Primera vuelta;Castro;10201;Los Lagos;10;Gabriel Boric;4868;17877;4868;Gabriel Boric
Primera vuelta;Castro;10201;Los Lagos;10;Jose Antonio Kast;4448;17877;4868;Gabriel Boric
Primera vuelta;Castro;10201;Los Lagos;10;Marco Enriquez-Ominami;954;17877;4868;Gabriel Boric
Primera vuelta;Castro;10201;Los Lagos;10;Sebastian Sichel;1868;17877;4868;Gabriel Boric
Primera vuelta;Castro;10201;Los Lagos;10;Votos En Blanco;123;17877;4868;Gabriel Boric
Primera vuelta;Castro;10201;Los Lagos;10;Votos Nulos;149;17877;4868;Gabriel Boric
Primera vuelta;Castro;10201;Los Lagos;10;Yasna Provoste;2414;17877;4868;Gabriel Boric
Primera vuelta;Catemu;5702;Valparaíso;5;Eduardo Artes;47;5237;1220;Gabriel Boric
Primera vuelta;Catemu;5702;Valparaíso;5;Franco Aldo Parisi;1142;5237;1220;Gabriel Boric
Primera vuelta;Catemu;5702;Valparaíso;5;Gabriel Boric;1220;5237;1220;Gabriel Boric
Primera vuelta;Catemu;5702;Valparaíso;5;Jose Antonio Kast;990;5237;1220;Gabriel Boric
Primera vuelta;Catemu;5702;Valparaíso;5;Marco Enriquez-Ominami;483;5237;1220;Gabriel Boric
Primera vuelta;Catemu;5702;Valparaíso;5;Sebastian Sichel;591;5237;1220;Gabriel Boric
Primera vuelta;Catemu;5702;Valparaíso;5;Votos En Blanco;39;5237;1220;Gabriel Boric
Primera vuelta;Catemu;5702;Valparaíso;5;Votos Nulos;62;5237;1220;Gabriel Boric
Primera vuelta;Catemu;5702;Valparaíso;5;Yasna Provoste;663;5237;1220;Gabriel Boric
Primera vuelta;Cauquenes;7201;Maule;7;Eduardo Artes;113;15940;7100;Jose Antonio Kast
Primera vuelta;Cauquenes;7201;Maule;7;Franco Aldo Parisi;1311;15940;7100;Jose Antonio Kast
Primera vuelta;Cauquenes;7201;Maule;7;Gabriel Boric;1999;15940;7100;Jose Antonio Kast
Primera vuelta;Cauquenes;7201;Maule;7;Jose Antonio Kast;7100;15940;7100;Jose Antonio Kast
Primera vuelta;Cauquenes;7201;Maule;7;Marco Enriquez-Ominami;762;15940;7100;Jose Antonio Kast
Primera vuelta;Cauquenes;7201;Maule;7;Sebastian Sichel;2379;15940;7100;Jose Antonio Kast
Primera vuelta;Cauquenes;7201;Maule;7;Votos En Blanco;127;15940;7100;Jose Antonio Kast
Primera vuelta;Cauquenes;7201;Maule;7;Votos Nulos;182;15940;7100;Jose Antonio Kast
Primera vuelta;Cauquenes;7201;Maule;7;Yasna Provoste;1967;15940;7100;Jose Antonio Kast
Primera vuelta;Cañete;8203;Biobío;8;Eduardo Artes;157;12701;6296;Jose Antonio Kast
Primera vuelta;Cañete;8203;Biobío;8;Franco Aldo Parisi;1361;12701;6296;Jose Antonio Kast
Primera vuelta;Cañete;8203;Biobío;8;Gabriel Boric;1742;12701;6296;Jose Antonio Kast
Primera vuelta;Cañete;8203;Biobío;8;Jose Antonio Kast;6296;12701;6296;Jose Antonio Kast
Primera vuelta;Cañete;8203;Biobío;8;Marco Enriquez-Ominami;571;12701;6296;Jose Antonio Kast
Primera vuelta;Cañete;8203;Biobío;8;Sebastian Sichel;894;12701;6296;Jose Antonio Kast
Primera vuelta;Cañete;8203;Biobío;8;Votos En Blanco;101;12701;6296;Jose Antonio Kast
Primera vuelta;Cañete;8203;Biobío;8;Votos Nulos;122;12701;6296;Jose Antonio Kast
Primera vuelta;Cañete;8203;Biobío;8;Yasna Provoste;1457;12701;6296;Jose Antonio Kast
Primera vuelta;Cerrillos;13102;Metropolitana de Santiago;13;Eduardo Artes;595;31015;9611;Gabriel Boric
Primera vuelta;Cerrillos;13102;Metropolitana de Santiago;13;Franco Aldo Parisi;2993;31015;9611;Gabriel Boric
Primera vuelta;Cerrillos;13102;Metropolitana de Santiago;13;Gabriel Boric;9611;31015;9611;Gabriel Boric
Primera vuelta;Cerrillos;13102;Metropolitana de Santiago;13;Jose Antonio Kast;7195;31015;9611;Gabriel Boric
Primera vuelta;Cerrillos;13102;Metropolitana de Santiago;13;Marco Enriquez-Ominami;3530;31015;9611;Gabriel Boric
Primera vuelta;Cerrillos;13102;Metropolitana de Santiago;13;Sebastian Sichel;3802;31015;9611;Gabriel Boric
Primera vuelta;Cerrillos;13102;Metropolitana de Santiago;13;Votos En Blanco;86;31015;9611;Gabriel Boric
Primera vuelta;Cerrillos;13102;Metropolitana de Santiago;13;Votos Nulos;220;31015;9611;Gabriel Boric
Primera vuelta;Cerrillos;13102;Metropolitana de Santiago;13;Yasna Provoste;2983;31015;9611;Gabriel Boric
Primera vuelta;Cerro Navia;13103;Metropolitana de Santiago;13;Eduardo Artes;1435;49019;15350;Gabriel Boric
Primera vuelta;Cerro Navia;13103;Metropolitana de Santiago;13;Franco Aldo Parisi;5404;49019;15350;Gabriel Boric
Primera vuelta;Cerro Navia;13103;Metropolitana de Santiago;13;Gabriel Boric;15350;49019;15350;Gabriel Boric
Primera vuelta;Cerro Navia;13103;Metropolitana de Santiago;13;Jose Antonio Kast;8802;49019;15350;Gabriel Boric
Primera vuelta;Cerro Navia;13103;Metropolitana de Santiago;13;Marco Enriquez-Ominami;7016;49019;15350;Gabriel Boric
Primera vuelta;Cerro Navia;13103;Metropolitana de Santiago;13;Sebastian Sichel;4618;49019;15350;Gabriel Boric
Primera vuelta;Cerro Navia;13103;Metropolitana de Santiago;13;Votos En Blanco;221;49019;15350;Gabriel Boric
Primera vuelta;Cerro Navia;13103;Metropolitana de Santiago;13;Votos Nulos;360;49019;15350;Gabriel Boric
Primera vuelta;Cerro Navia;13103;Metropolitana de Santiago;13;Yasna Provoste;5813;49019;15350;Gabriel Boric
Primera vuelta;Chaitén;10401;Los Lagos;10;Eduardo Artes;11;1550;555;Jose Antonio Kast
Primera vuelta;Chaitén;10401;Los Lagos;10;Franco Aldo Parisi;126;1550;555;Jose Antonio Kast
Primera vuelta;Chaitén;10401;Los Lagos;10;Gabriel Boric;291;1550;555;Jose Antonio Kast
Primera vuelta;Chaitén;10401;Los Lagos;10;Jose Antonio Kast;555;1550;555;Jose Antonio Kast
Primera vuelta;Chaitén;10401;Los Lagos;10;Marco Enriquez-Ominami;69;1550;555;Jose Antonio Kast
Primera vuelta;Chaitén;10401;Los Lagos;10;Sebastian Sichel;149;1550;555;Jose Antonio Kast
Primera vuelta;Chaitén;10401;Los Lagos;10;Votos En Blanco;32;1550;555;Jose Antonio Kast
Primera vuelta;Chaitén;10401;Los Lagos;10;Votos Nulos;13;1550;555;Jose Antonio Kast
Primera vuelta;Chaitén;10401;Los Lagos;10;Yasna Provoste;304;1550;555;Jose Antonio Kast
Primera vuelta;Chanco;7202;Maule;7;Eduardo Artes;16;3654;1719;Jose Antonio Kast
Primera vuelta;Chanco;7202;Maule;7;Franco Aldo Parisi;235;3654;1719;Jose Antonio Kast
Primera vuelta;Chanco;7202;Maule;7;Gabriel Boric;462;3654;1719;Jose Antonio Kast
Primera vuelta;Chanco;7202;Maule;7;Jose Antonio Kast;1719;3654;1719;Jose Antonio Kast
Primera vuelta;Chanco;7202;Maule;7;Marco Enriquez-Ominami;140;3654;1719;Jose Antonio Kast
Primera vuelta;Chanco;7202;Maule;7;Sebastian Sichel;391;3654;1719;Jose Antonio Kast
Primera vuelta;Chanco;7202;Maule;7;Votos En Blanco;45;3654;1719;Jose Antonio Kast
Primera vuelta;Chanco;7202;Maule;7;Votos Nulos;63;3654;1719;Jose Antonio Kast
Primera vuelta;Chanco;7202;Maule;7;Yasna Provoste;583;3654;1719;Jose Antonio Kast
Primera vuelta;Chañaral;3201;Atacama;3;Eduardo Artes;51;4934;1273;Yasna Provoste
Primera vuelta;Chañaral;3201;Atacama;3;Franco Aldo Parisi;1249;4934;1273;Yasna Provoste
Primera vuelta;Chañaral;3201;Atacama;3;Gabriel Boric;1053;4934;1273;Yasna Provoste
Primera vuelta;Chañaral;3201;Atacama;3;Jose Antonio Kast;702;4934;1273;Yasna Provoste
Primera vuelta;Chañaral;3201;Atacama;3;Marco Enriquez-Ominami;263;4934;1273;Yasna Provoste
Primera vuelta;Chañaral;3201;Atacama;3;Sebastian Sichel;278;4934;1273;Yasna Provoste
Primera vuelta;Chañaral;3201;Atacama;3;Votos En Blanco;20;4934;1273;Yasna Provoste
Primera vuelta;Chañaral;3201;Atacama;3;Votos Nulos;45;4934;1273;Yasna Provoste
Primera vuelta;Chañaral;3201;Atacama;3;Yasna Provoste;1273;4934;1273;Yasna Provoste
Primera vuelta;Chiguayante;8103;Biobío;8;Eduardo Artes;491;34655;9099;Jose Antonio Kast
Primera vuelta;Chiguayante;8103;Biobío;8;Franco Aldo Parisi;5928;34655;9099;Jose Antonio Kast
Primera vuelta;Chiguayante;8103;Biobío;8;Gabriel Boric;8106;34655;9099;Jose Antonio Kast
Primera vuelta;Chiguayante;8103;Biobío;8;Jose Antonio Kast;9099;34655;9099;Jose Antonio Kast
Primera vuelta;Chiguayante;8103;Biobío;8;Marco Enriquez-Ominami;2738;34655;9099;Jose Antonio Kast
Primera vuelta;Chiguayante;8103;Biobío;8;Sebastian Sichel;4075;34655;9099;Jose Antonio Kast
Primera vuelta;Chiguayante;8103;Biobío;8;Votos En Blanco;100;34655;9099;Jose Antonio Kast
Primera vuelta;Chiguayante;8103;Biobío;8;Votos Nulos;226;34655;9099;Jose Antonio Kast
Primera vuelta;Chiguayante;8103;Biobío;8;Yasna Provoste;3892;34655;9099;Jose Antonio Kast
Primera vuelta;Chile Chico;11401;Aysén del General Carlos Ibáñez del Campo;11;Eduardo Artes;26;1941;601;Gabriel Boric
Primera vuelta;Chile Chico;11401;Aysén del General Carlos Ibáñez del Campo;11;Franco Aldo Parisi;184;1941;601;Gabriel Boric
Primera vuelta;Chile Chico;11401;Aysén del General Carlos Ibáñez del Campo;11;Gabriel Boric;601;1941;601;Gabriel Boric
Primera vuelta;Chile Chico;11401;Aysén del General Carlos Ibáñez del Campo;11;Jose Antonio Kast;488;1941;601;Gabriel Boric
Primera vuelta;Chile Chico;11401;Aysén del General Carlos Ibáñez del Campo;11;Marco Enriquez-Ominami;86;1941;601;Gabriel Boric
Primera vuelta;Chile Chico;11401;Aysén del General Carlos Ibáñez del Campo;11;Sebastian Sichel;173;1941;601;Gabriel Boric
Primera vuelta;Chile Chico;11401;Aysén del General Carlos Ibáñez del Campo;11;Votos En Blanco;22;1941;601;Gabriel Boric
Primera vuelta;Chile Chico;11401;Aysén del General Carlos Ibáñez del Campo;11;Votos Nulos;29;1941;601;Gabriel Boric
Primera vuelta;Chile Chico;11401;Aysén del General Carlos Ibáñez del Campo;11;Yasna Provoste;332;1941;601;Gabriel Boric
Primera vuelta;Chillán;16101;Ñuble;16;Eduardo Artes;703;72155;24290;Jose Antonio Kast
Primera vuelta;Chillán;16101;Ñuble;16;Franco Aldo Parisi;9349;72155;24290;Jose Antonio Kast
Primera vuelta;Chillán;16101;Ñuble;16;Gabriel Boric;14744;72155;24290;Jose Antonio Kast
Primera vuelta;Chillán;16101;Ñuble;16;Jose Antonio Kast;24290;72155;24290;Jose Antonio Kast
Primera vuelta;Chillán;16101;Ñuble;16;Marco Enriquez-Ominami;3914;72155;24290;Jose Antonio Kast
Primera vuelta;Chillán;16101;Ñuble;16;Sebastian Sichel;9421;72155;24290;Jose Antonio Kast
Primera vuelta;Chillán;16101;Ñuble;16;Votos En Blanco;242;72155;24290;Jose Antonio Kast
Primera vuelta;Chillán;16101;Ñuble;16;Votos Nulos;483;72155;24290;Jose Antonio Kast
Primera vuelta;Chillán;16101;Ñuble;16;Yasna Provoste;9009;72155;24290;Jose Antonio Kast
Primera vuelta;Chillán Viejo;16103;Ñuble;16;Eduardo Artes;101;11229;3694;Jose Antonio Kast
Primera vuelta;Chillán Viejo;16103;Ñuble;16;Franco Aldo Parisi;1728;11229;3694;Jose Antonio Kast
Primera vuelta;Chillán Viejo;16103;Ñuble;16;Gabriel Boric;1894;11229;3694;Jose Antonio Kast
Primera vuelta;Chillán Viejo;16103;Ñuble;16;Jose Antonio Kast;3694;11229;3694;Jose Antonio Kast
Primera vuelta;Chillán Viejo;16103;Ñuble;16;Marco Enriquez-Ominami;822;11229;3694;Jose Antonio Kast
Primera vuelta;Chillán Viejo;16103;Ñuble;16;Sebastian Sichel;1308;11229;3694;Jose Antonio Kast
Primera vuelta;Chillán Viejo;16103;Ñuble;16;Votos En Blanco;39;11229;3694;Jose Antonio Kast
Primera vuelta;Chillán Viejo;16103;Ñuble;16;Votos Nulos;97;11229;3694;Jose Antonio Kast
Primera vuelta;Chillán Viejo;16103;Ñuble;16;Yasna Provoste;1546;11229;3694;Jose Antonio Kast
Primera vuelta;Chimbarongo;6303;Libertador Gral. Bernardo O'Higgins;6;Eduardo Artes;122;13482;3464;Jose Antonio Kast
Primera vuelta;Chimbarongo;6303;Libertador Gral. Bernardo O'Higgins;6;Franco Aldo Parisi;2337;13482;3464;Jose Antonio Kast
Primera vuelta;Chimbarongo;6303;Libertador Gral. Bernardo O'Higgins;6;Gabriel Boric;2540;13482;3464;Jose Antonio Kast
Primera vuelta;Chimbarongo;6303;Libertador Gral. Bernardo O'Higgins;6;Jose Antonio Kast;3464;13482;3464;Jose Antonio Kast
Primera vuelta;Chimbarongo;6303;Libertador Gral. Bernardo O'Higgins;6;Marco Enriquez-Ominami;980;13482;3464;Jose Antonio Kast
Primera vuelta;Chimbarongo;6303;Libertador Gral. Bernardo O'Higgins;6;Sebastian Sichel;1797;13482;3464;Jose Antonio Kast
Primera vuelta;Chimbarongo;6303;Libertador Gral. Bernardo O'Higgins;6;Votos En Blanco;118;13482;3464;Jose Antonio Kast
Primera vuelta;Chimbarongo;6303;Libertador Gral. Bernardo O'Higgins;6;Votos Nulos;144;13482;3464;Jose Antonio Kast
Primera vuelta;Chimbarongo;6303;Libertador Gral. Bernardo O'Higgins;6;Yasna Provoste;1980;13482;3464;Jose Antonio Kast
Primera vuelta;Cholchol;9121;La Araucanía;9;Eduardo Artes;86;5396;1820;Jose Antonio Kast
Primera vuelta;Cholchol;9121;La Araucanía;9;Franco Aldo Parisi;822;5396;1820;Jose Antonio Kast
Primera vuelta;Cholchol;9121;La Araucanía;9;Gabriel Boric;789;5396;1820;Jose Antonio Kast
Primera vuelta;Cholchol;9121;La Araucanía;9;Jose Antonio Kast;1820;5396;1820;Jose Antonio Kast
Primera vuelta;Cholchol;9121;La Araucanía;9;Marco Enriquez-Ominami;355;5396;1820;Jose Antonio Kast
Primera vuelta;Cholchol;9121;La Araucanía;9;Sebastian Sichel;549;5396;1820;Jose Antonio Kast
Primera vuelta;Cholchol;9121;La Araucanía;9;Votos En Blanco;66;5396;1820;Jose Antonio Kast
Primera vuelta;Cholchol;9121;La Araucanía;9;Votos Nulos;129;5396;1820;Jose Antonio Kast
Primera vuelta;Cholchol;9121;La Araucanía;9;Yasna Provoste;780;5396;1820;Jose Antonio Kast
Primera vuelta;Chonchi;10203;Los Lagos;10;Eduardo Artes;96;5346;1209;Gabriel Boric
Primera vuelta;Chonchi;10203;Los Lagos;10;Franco Aldo Parisi;1001;5346;1209;Gabriel Boric
Primera vuelta;Chonchi;10203;Los Lagos;10;Gabriel Boric;1209;5346;1209;Gabriel Boric
Primera vuelta;Chonchi;10203;Los Lagos;10;Jose Antonio Kast;1194;5346;1209;Gabriel Boric
Primera vuelta;Chonchi;10203;Los Lagos;10;Marco Enriquez-Ominami;280;5346;1209;Gabriel Boric
Primera vuelta;Chonchi;10203;Los Lagos;10;Sebastian Sichel;498;5346;1209;Gabriel Boric
Primera vuelta;Chonchi;10203;Los Lagos;10;Votos En Blanco;46;5346;1209;Gabriel Boric
Primera vuelta;Chonchi;10203;Los Lagos;10;Votos Nulos;47;5346;1209;Gabriel Boric
Primera vuelta;Chonchi;10203;Los Lagos;10;Yasna Provoste;975;5346;1209;Gabriel Boric
Primera vuelta;Chépica;6302;Libertador Gral. Bernardo O'Higgins;6;Eduardo Artes;34;5195;1559;Jose Antonio Kast
Primera vuelta;Chépica;6302;Libertador Gral. Bernardo O'Higgins;6;Franco Aldo Parisi;586;5195;1559;Jose Antonio Kast
Primera vuelta;Chépica;6302;Libertador Gral. Bernardo O'Higgins;6;Gabriel Boric;925;5195;1559;Jose Antonio Kast
Primera vuelta;Chépica;6302;Libertador Gral. Bernardo O'Higgins;6;Jose Antonio Kast;1559;5195;1559;Jose Antonio Kast
Primera vuelta;Chépica;6302;Libertador Gral. Bernardo O'Higgins;6;Marco Enriquez-Ominami;338;5195;1559;Jose Antonio Kast
Primera vuelta;Chépica;6302;Libertador Gral. Bernardo O'Higgins;6;Sebastian Sichel;853;5195;1559;Jose Antonio Kast
Primera vuelta;Chépica;6302;Libertador Gral. Bernardo O'Higgins;6;Votos En Blanco;25;5195;1559;Jose Antonio Kast
Primera vuelta;Chépica;6302;Libertador Gral. Bernardo O'Higgins;6;Votos Nulos;34;5195;1559;Jose Antonio Kast
Primera vuelta;Chépica;6302;Libertador Gral. Bernardo O'Higgins;6;Yasna Provoste;841;5195;1559;Jose Antonio Kast
Primera vuelta;Cisnes;11202;Aysén del General Carlos Ibáñez del Campo;11;Eduardo Artes;23;2115;764;Jose Antonio Kast
Primera vuelta;Cisnes;11202;Aysén del General Carlos Ibáñez del Campo;11;Franco Aldo Parisi;264;2115;764;Jose Antonio Kast
Primera vuelta;Cisnes;11202;Aysén del General Carlos Ibáñez del Campo;11;Gabriel Boric;409;2115;764;Jose Antonio Kast
Primera vuelta;Cisnes;11202;Aysén del General Carlos Ibáñez del Campo;11;Jose Antonio Kast;764;2115;764;Jose Antonio Kast
Primera vuelta;Cisnes;11202;Aysén del General Carlos Ibáñez del Campo;11;Marco Enriquez-Ominami;118;2115;764;Jose Antonio Kast
Primera vuelta;Cisnes;11202;Aysén del General Carlos Ibáñez del Campo;11;Sebastian Sichel;210;2115;764;Jose Antonio Kast
Primera vuelta;Cisnes;11202;Aysén del General Carlos Ibáñez del Campo;11;Votos En Blanco;27;2115;764;Jose Antonio Kast
Primera vuelta;Cisnes;11202;Aysén del General Carlos Ibáñez del Campo;11;Votos Nulos;17;2115;764;Jose Antonio Kast
Primera vuelta;Cisnes;11202;Aysén del General Carlos Ibáñez del Campo;11;Yasna Provoste;283;2115;764;Jose Antonio Kast
Primera vuelta;Cobquecura;16202;Ñuble;16;Eduardo Artes;23;2606;805;Jose Antonio Kast
Primera vuelta;Cobquecura;16202;Ñuble;16;Franco Aldo Parisi;266;2606;805;Jose Antonio Kast
Primera vuelta;Cobquecura;16202;Ñuble;16;Gabriel Boric;460;2606;805;Jose Antonio Kast
Primera vuelta;Cobquecura;16202;Ñuble;16;Jose Antonio Kast;805;2606;805;Jose Antonio Kast
Primera vuelta;Cobquecura;16202;Ñuble;16;Marco Enriquez-Ominami;124;2606;805;Jose Antonio Kast
Primera vuelta;Cobquecura;16202;Ñuble;16;Sebastian Sichel;414;2606;805;Jose Antonio Kast
Primera vuelta;Cobquecura;16202;Ñuble;16;Votos En Blanco;29;2606;805;Jose Antonio Kast
Primera vuelta;Cobquecura;16202;Ñuble;16;Votos Nulos;35;2606;805;Jose Antonio Kast
Primera vuelta;Cobquecura;16202;Ñuble;16;Yasna Provoste;450;2606;805;Jose Antonio Kast
Primera vuelta;Cochamó;10103;Los Lagos;10;Eduardo Artes;19;1589;646;Jose Antonio Kast
Primera vuelta;Cochamó;10103;Los Lagos;10;Franco Aldo Parisi;148;1589;646;Jose Antonio Kast
Primera vuelta;Cochamó;10103;Los Lagos;10;Gabriel Boric;284;1589;646;Jose Antonio Kast
Primera vuelta;Cochamó;10103;Los Lagos;10;Jose Antonio Kast;646;1589;646;Jose Antonio Kast
Primera vuelta;Cochamó;10103;Los Lagos;10;Marco Enriquez-Ominami;69;1589;646;Jose Antonio Kast
Primera vuelta;Cochamó;10103;Los Lagos;10;Sebastian Sichel;197;1589;646;Jose Antonio Kast
Primera vuelta;Cochamó;10103;Los Lagos;10;Votos En Blanco;32;1589;646;Jose Antonio Kast
Primera vuelta;Cochamó;10103;Los Lagos;10;Votos Nulos;13;1589;646;Jose Antonio Kast
Primera vuelta;Cochamó;10103;Los Lagos;10;Yasna Provoste;181;1589;646;Jose Antonio Kast
Primera vuelta;Cochrane;11301;Aysén del General Carlos Ibáñez del Campo;11;Eduardo Artes;12;1440;428;Jose Antonio Kast
Primera vuelta;Cochrane;11301;Aysén del General Carlos Ibáñez del Campo;11;Franco Aldo Parisi;101;1440;428;Jose Antonio Kast
Primera vuelta;Cochrane;11301;Aysén del General Carlos Ibáñez del Campo;11;Gabriel Boric;357;1440;428;Jose Antonio Kast
Primera vuelta;Cochrane;11301;Aysén del General Carlos Ibáñez del Campo;11;Jose Antonio Kast;428;1440;428;Jose Antonio Kast
Primera vuelta;Cochrane;11301;Aysén del General Carlos Ibáñez del Campo;11;Marco Enriquez-Ominami;49;1440;428;Jose Antonio Kast
Primera vuelta;Cochrane;11301;Aysén del General Carlos Ibáñez del Campo;11;Sebastian Sichel;176;1440;428;Jose Antonio Kast
Primera vuelta;Cochrane;11301;Aysén del General Carlos Ibáñez del Campo;11;Votos En Blanco;29;1440;428;Jose Antonio Kast
Primera vuelta;Cochrane;11301;Aysén del General Carlos Ibáñez del Campo;11;Votos Nulos;24;1440;428;Jose Antonio Kast
Primera vuelta;Cochrane;11301;Aysén del General Carlos Ibáñez del Campo;11;Yasna Provoste;264;1440;428;Jose Antonio Kast
Primera vuelta;Codegua;6102;Libertador Gral. Bernardo O'Higgins;6;Eduardo Artes;58;5409;1327;Gabriel Boric
Primera vuelta;Codegua;6102;Libertador Gral. Bernardo O'Higgins;6;Franco Aldo Parisi;1008;5409;1327;Gabriel Boric
Primera vuelta;Codegua;6102;Libertador Gral. Bernardo O'Higgins;6;Gabriel Boric;1327;5409;1327;Gabriel Boric
Primera vuelta;Codegua;6102;Libertador Gral. Bernardo O'Higgins;6;Jose Antonio Kast;1175;5409;1327;Gabriel Boric
Primera vuelta;Codegua;6102;Libertador Gral. Bernardo O'Higgins;6;Marco Enriquez-Ominami;522;5409;1327;Gabriel Boric
Primera vuelta;Codegua;6102;Libertador Gral. Bernardo O'Higgins;6;Sebastian Sichel;578;5409;1327;Gabriel Boric
Primera vuelta;Codegua;6102;Libertador Gral. Bernardo O'Higgins;6;Votos En Blanco;35;5409;1327;Gabriel Boric
